X,Y,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,weight
127.016022861793,37.4561121504191,"127.01602286032684","37.45611215134065",서울 서초구 양재대로2길 106(우면동),서울 서초구 우면동 768,"1165010300107680000","193",서울청,서울서초,우면,파출소,"02-581-1120",서울 서초구 양재대로2길 106,1.00
127.909017650047,35.6449550022312,"127.90901754656119","35.64495494661787",경남 거창군 남상면 수남로 1845,경남 거창군 남상면 무촌리 558-14,"4888037021105580014","1955",경남청,거창,남상,파출소,"055-943-4112",경상남도 거창군 남상면 수남로 1845,1.00
127.92529644879,35.5677739058813,"127.92528772790956","35.56781899984851",,경남 거창군 신원면 과정리 187-7번지,"4888039026101870007","1956",경남청,거창,신원,파출소,"055-942-8112",경상남도 거창군 신원면 과정리 187-7,1.00
127.871843060961,35.8137176151589,"127.87184277163101","35.813717652403405",경남 거창군 고제면 입석2길 14,경남 거창군 고제면 농산리 753-4,"4888033024107530004","1957",경남청,거창,고제,파출소,"055-942-7112",경상남도 거창군 고제면 입석2길 14번지,1.00
128.162493912831,35.5698484160561,"128.16249410203318","35.56984847506",경남 합천군 합천읍 충효로 106-5,경남 합천군 합천읍 합천리 1534,"4889025021115340000","1958",경남청,합천,중부,지구대,"055-930-6292",경상남도 합천군 합천읍 충효로 106-5,1.00
128.138633506601,35.7562902588516,"128.13863366734637","35.7562893972388",경남 합천군 가야면 가야시장로 19,경남 합천군 가야면 황산리 976-5,"4889033031109760005","1959",경남청,합천,가야,파출소,"055-930-6295",경상남도 합천군 가야면 가야시장로 19,1.00
128.014237667145,35.5217360520283,"128.0142374537297","35.52173606131371",경남 합천군 대병면 신성동길 20,경남 합천군 대병면 회양리 886-5,"4889045023108860005","1960",경남청,합천,대병,파출소,"055-930-6297",경상남도 합천군 대병면 신성동길 20,1.00
128.12076034993,35.4149151387244,"128.12076126632928","35.41491517912342",경남 합천군 삼가면 삼가1로 73,경남 합천군 삼가면 금리 71,"4889043027100710000","1961",경남청,합천,삼가,파출소,"055-930-6294",경상남도 합천군 삼가면 삼가1로 73,1.00
128.168355859882,35.7050894756707,"128.1683559712542","35.70508993368483",경남 합천군 야로면 가야산로 343,경남 합천군 야로면 구정리 280-1,"4889034026102800001","1962",경남청,합천,야로,파출소,"055-930-6296",경상남도 합천군 야로면 가야산로 343,1.00
128.042536527775,35.6274132055017,"128.04253652807603","35.62741320449915",경남 합천군 봉산면 서부로 4337,경남 합천군 봉산면 김봉리 337-8,"4889031025103370008","1963",경남청,합천,봉산,파출소,"055-930-6298",경상남도 합천군 봉산면 서부로 4337,1.00
128.264886012479,35.5593405678779,"128.2648861761818","35.559340522774875",경남 합천군 초계면 초계중앙로 43,경남 합천군 초계면 초계리 85-4,"4889036022100850004","1964",경남청,합천,동부,파출소,"055-930-6293",경상남도 합천군 초계면 초계중앙로 43,1.00
127.064846885166,37.4550193543082,"127.0648468715589","37.45501928170363",서울 서초구 헌릉로 226(내곡동),서울 서초구 내곡동 404,"1165010900104040000","194",서울청,서울서초,내곡,파출소,"02-573-5826",서울특별시 서초구 헌릉로 226,1.00
128.525679121785,35.459742866188,"128.52568005027854","35.45974295771724",경남 창녕군 영산면 영산계성로 96,경남 창녕군 영산면 성내리 613-2,"4874038024106130002","1965",경남청,창녕,영산,지구대,"055-536-3112",경상남도 창녕군 영산면 영산계성로 96,1.00
128.499142730921,35.5427500094244,"128.49914249197508","35.542752239704114",경남 창녕군 창녕읍 종로 61,경남 창녕군 창녕읍 송현리 271,"4874025021102710000","1966",경남청,창녕,창녕읍,파출소,"055-533-3112",경상남도 창녕군 창녕읍 종로 61,1.00
128.48237094334,35.3885705759578,"128.48237185932805","35.38857071289533",경남 창녕군 남지읍 선창길 9,경남 창녕군 남지읍 남지리 616-7,"4874025321106160007","1967",경남청,창녕,남지,파출소,"055-526-0112",경상남도 창녕군 남지읍 선창길 9,1.00
128.589352583365,35.4374245558876,"128.5893521397047","35.43742441808566",경남 창녕군 부곡면 원앙로 188,경남 창녕군 부곡면 거문리 235-1,"4874042022102350001","1968",경남청,창녕,부곡,파출소,"055-521-0112",경상남도 창녕군 부곡면 원앙로 188,1.00
128.4716489714,35.6145775103689,"128.4716461554492","35.6145772350463",경남 창녕군 대합면 창한로 121,경남 창녕군 대합면 십이리 226-1,"4874033021102260001","1969",경남청,창녕,대합,파출소,"055-532-2112",경상남도 창녕군 대합면 창한로 121,1.00
128.409843990817,35.5069652816666,"128.40984423592081","35.506966810669326",경남 창녕군 유어면 우포1대로 563,경남 창녕군 유어면 부곡리 457-6,"4874035021104570006","1970",경남청,창녕,유어,파출소,"055-532-7112",경상남도 창녕군 유어면 우포1대로 563,1.00
128.388071300539,35.5776994326727,"128.38807025981325","35.577698314023365",경남 창녕군 이방면 뒷골길 3,경남 창녕군 이방면 안리 812,"4874034021108120000","1971",경남청,창녕,이방,파출소,"055-532-5112",경상남도 창녕군 이방면 뒷골길 3,1.00
128.318472648276,34.9839815103078,"128.3184726460577","34.983981508838525",경남 고성군 고성읍 대가로 27,경남 고성군 고성읍 기월리 173-6,"4882025026101730006","1972",경남청,고성,공룡,지구대,"055-674-0112",경상남도 고성군 대가면 대가로 27,1.00
128.422754778137,35.0419680176508,"128.42275423124505","35.04197055338007",경남 고성군 동해면 장기3길 136,경남 고성군 동해면 장기리 420-1,"4882042021104200001","1973",경남청,고성,동해,파출소,"055-672-5112",경상남도 고성군 동해면 장기3길 136,1.00
128.404422372645,34.9895593803211,"128.40442236790165","34.98955938192945",경남 고성군 거류면 거류로 655,경남 고성군 거류면 당동리 173-7,"4882043021101730007","1974",경남청,고성,거류,파출소,"055-672-1112",경상남도 고성군 거류면 거류로 655,1.00
126.982665201719,37.5729783371766,"126.98266520134776","37.572978336749856","서울 종로구 우정국로 45-3(견지동, 한선빌딩) 1층 임시파출소",서울 종로구 견지동 110-39,"1111012900101100039","20",서울청,서울종로,청진,파출소,"02-3701-4313",서울특별시 종로구 우정국로 45-3 1층(임시파출소),1.00
126.878579257332,37.5351800189952,"126.87857922243764","37.53518001507652",서울 양천구 목동동로 373(목동),서울 양천구 목동 907-3,"1147010200109070003","195",서울청,서울양천,목1,지구대,"02-2648-0040",서울특별시 양천구  목동동로 373,1.00
128.368140878706,35.056776031326,"128.3681408066024","35.056775957546776",경남 고성군 회화면 배둔로 19,경남 고성군 회화면 배둔리 829-4,"4882040021108290004","1975",경남청,고성,회화,파출소,"055-673-2112",경상남도 고성군 회화면 배둔로19,1.00
128.122433694436,34.9285575263615,"128.1224336703721","34.928557506340866",경남 고성군 하이면 남일로 433,경남 고성군 하이면 덕호리 539-4,"4882033021105390004","1976",경남청,고성,하이,파출소,"055-834-5112",경상남도 고성군 하이면 남일로 433,1.00
128.186856847561,34.999424836012,"128.18685741641525","34.99942635645476",경남 고성군 상리면 척번정1길 98,경남 고성군 상리면 척번정리 420-2,"4882034021104200002","1977",경남청,고성,상리,파출소,"055-672-8112",경상남도 고성군 상리면 척번정1길 98,1.00
128.237165863246,35.1077871173399,"128.23716848595978","35.107785245091534",경남 고성군 영오면 영산1길 11,경남 고성군 영오면 영산리 240-3,"4882037024102400003","1978",경남청,고성,영오,파출소,"055-672-9112",경상남도 고성군 영오면 영산1길 11,1.00
127.625128506634,35.1875766109403,"127.62512518084606","35.18755344788083",경남 하동군 화개면 쌍계로 8,경남 하동군 화개면 탑리 747,"4885031023107470000","1979",경남청,하동,화개,파출소,"055-883-2112",경상남도 하동군 화개면 쌍계로 8,1.00
127.708778787518,35.1610766463689,"127.70877869236543","35.16107733691634",경남 하동군 악양면 악양서로 343,경남 하동군 악양면 정서리 417-3,"4885032031104170003","1980",경남청,하동,악양,파출소,"055-883-3112",경상남도 하동군 악양면 악양서로 343,1.00
127.86006868387,34.9492172502276,"127.86006874471887","34.94921827906096",경남 하동군 금남면 제먼당길 99,경남 하동군 금남면 노량리 762-2,"4885036024107620002","1982",경남청,하동,금남,파출소,"055-882-0112",경상남도 하동군 금남면 제먼당길 99,1.00
127.793027239785,34.9658751287327,"127.79302710720269","34.965876463623246",경남 하동군 금성면 금성중앙길 2,경남 하동군 금성면 궁항리 1337-58,"4885042022113370058","1983",경남청,하동,금성,파출소,"055-882-1112",경상남도 하동군 금성면 금성중앙길 2,1.00
127.879120078624,35.1802327877218,"127.87911972063648","35.18023181985044",경남 하동군 옥종면 은행나무길 78,경남 하동군 옥종면 청룡리 203-2,"4885041021102030002","1984",경남청,하동,옥종,파출소,"055-882-8112",경상남도 하동군 옥종면 은행나무길 78,1.00
127.748816853714,35.0708134513374,"127.74881691102506","35.07081343267714",경남 하동군 하동읍 중앙로 36,경남 하동군 하동읍 읍내리 388-4,"4885025021103880004","1985",경남청,하동,읍내,파출소,"055-883-0112",경상남도 하동군 하동읍 중앙로 36,1.00
126.862368369649,37.5444932900377,"126.86236833021393","37.544493209400514",서울 양천구 등촌로 166(목동),서울 양천구 목동 657-23,"1147010200106570023","196",서울청,서울양천,목2,지구대,"02-2652-0112",서울특별시 양천구  등촌로 166,1.00
127.903262629445,35.0259881386977,"127.90326281649632","35.025988180921544",경남 하동군 진교면 민다리안길 114,경남 하동군 진교면 진교리 292,"4885037021102920000","1986",경남청,하동,진교,파출소,"055-882-3112",경상남도 하동군 진교면 민다리안길 114,1.00
127.897128302442,34.8397447183739,"127.89712836504782","34.83974355357812",경남 남해군 남해읍 화전로96번길 30 중앙지구대,경남 남해군 남해읍 북변리 264-4,"4884025021102640004","1987",경남청,남해,중앙,지구대,"055-863-2112",경상남도 남해군 남해읍 화전로96번길 30 중앙지구대,1.00
128.012561188434,34.8577692607531,"128.0125614251011","34.85776829468551",경남 남해군 창선면 창선로 99 창선파출소,경남 남해군 창선면 상죽리 122,"4884039031101220000","1988",경남청,남해,창선,파출소,"055-867-1112",경상남도 남해군 창선면 창선로 99 창선파출소,1.00
127.872071341773,34.8979843233085,"127.87207132797185","34.89798432626168",경남 남해군 고현면 탑동로 75-4 고현파출소,경남 남해군 고현면 대사리 911-8,"4884037027109110008","1989",경남청,남해,고현,파출소,"055-862-3112",경상남도 남해군 고현면 탑동로 75-4 고현파출소,1.00
128.045669310356,34.7123351161524,"128.0456679747138","34.71233433484275",경남 남해군 미조면 미송로 52 미조파출소,경남 남해군 미조면 미조리 105-14,"4884034022101050014","1990",경남청,남해,미조,파출소,"055-867-6112",경상남도 남해군 미조면 미송로 52 미조파출소,1.00
128.000517533729,34.8314353091285,"128.00051823896894","34.831435248236055",경남 남해군 삼동면 동부대로1876번길 8 삼동파출소,경남 남해군 삼동면 지족리 286,"4884033022102860000","1991",경남청,남해,삼동,파출소,"055-867-0112",경상남도 남해군 삼동면 동부대로1876번길 8 삼동파출소,1.00
127.887257337143,34.7712010885684,"127.88725735847324","34.771201083718125",경남 남해군 남면 남서대로 774 남면파출소,경남 남해군 남면 당항리 1485-3,"4884035021114850003","1992",경남청,남해,남면,파출소,"055-862-8112",경상남도 남해군 남면 남서대로 774 남면파출소,1.00
127.730717067891,35.5235468761669,"127.73071721441806","35.52354689108434",경남 함양군 함양읍 교산4길 11,경남 함양군 함양읍 교산리 152-5,"4887025024101520005","1993",경남청,함양,읍내,파출소,"055-963-4112",경상남도 함양군 함양읍 교산4길 11,1.00
127.810762348457,35.6291516612412,"127.81076012291238","35.62915314476815",경남 함양군 안의면 금성길 15,경남 함양군 안의면 당본리 199-4,"4887036022101990004","1994",경남청,함양,안의,파출소,"055-963-6112",경상남도 함양군 안의면 금성길 15,1.00
127.685764666913,35.6825016185494,"127.68576619098232","35.68250055920547",경남 함양군 서상면 서상로 299-1,경남 함양군 서상면 대남리 1838-3,"4887038021118380003","1995",경남청,함양,서상,파출소,"055-963-0112",경상남도 함양군 서상면 서상로 299-1,1.00
126.860792303563,37.5202913337176,"126.86079230296451","37.520291333252274",서울 양천구 중앙로32길 65(신정동),서울 양천구 신정동 1021-8,"1147010100110210008","197",서울청,서울양천,신정1,지구대,"02-2643-0113",서울특별시 양천구  중앙로32길 65,1.00
127.786018813003,35.5222878141368,"127.78601935631875","35.52228785228645",경남 함양군 수동면 수동길 11,경남 함양군 수동면 화산리 1254-3,"4887034021112540003","1996",경남청,함양,수동,파출소,"055-962-1112",경상남도 함양군 수동면 수동길 11,1.00
127.791527302513,35.4673501098808,"127.79152736134877","35.467350126148666",경남 함양군 유림면 천왕봉로 2883,경남 함양군 유림면 화촌리 310-3,"4887033024103100003","1997",경남청,함양,유림,파출소,"055-962-4112",경상남도 함양군 유림면 천왕봉로 2883,1.00
127.636025912965,35.5522030354558,"127.63602633852008","35.55220318099978",경남 함양군 백전면 구산대안로 10,경남 함양군 백전면 평정리 376-5,"4887039021103760005","1998",경남청,함양,백전,파출소,"055-962-8112",경상남도 함양군 백전면 구산대안로 10,1.00
127.664192751192,35.3962260176462,"127.66419312149016","35.39622599173367",경남 함양군 마천면 천왕봉로 1157,경남 함양군 마천면 가흥리 527-1,"4887031021105270001","1999",경남청,함양,마천,파출소,"055-962-5112",경상남도 함양군 마천면 천왕봉로 1157,1.00
127.878134786558,35.4147936942019,"127.8781341937377","35.414792351724685",경남 산청군 산청읍 중앙로 34,경남 산청군 산청읍 산청리 244-2,"4886025021102440002","2000",경남청,산청,경호,지구대,"055-973-0412",경상남도 산청군 산청읍 중앙로 34,1.00
127.83809687844,35.2780019252724,"127.83809654733915","35.27800277042644",경남 산청군 시천면 덕산대포로 7-2,경남 산청군 시천면 사리 922-20,"4886036022109220020","2001",경남청,산청,시천,파출소,"055-972-9112",경상남도 산청군 시천면 덕산대포로 7-2,1.00
127.959653169556,35.2996971486475,"127.95965349678777","35.299696740696795",경남 산청군 단성면 목화로 1006,경남 산청군 단성면 성내리 106-10,"4886037021101060010","2002",경남청,산청,단성,파출소,"055-973-0112",경상남도 산청군 단성면 목화로 1006,1.00
127.97225928746,35.3035351804141,"127.97225997554122","35.303535377853976",경남 산청군 신안면 지리산대로 3477,경남 산청군 신안면 하정리 760-3,"4886038021107600003","2003",경남청,산청,신안,파출소,"055-972-0812",경상남도 산청군 신안면 지리산대로 3477,1.00
128.010895109891,35.3793022629356,"128.01089412907442","35.3793012195788",경남 산청군 신등면 신등가회로 21,경남 산청군 신등면 단계리 666-5,"4886040021106660005","2004",경남청,산청,신등,파출소,"055-972-3112",경상남도 산청군 신등면 신등가회로 21,1.00
128.43158976843,35.3499257999156,"128.4315910623855","35.34992702904849",경남 함안군 대산면 대산중앙로 174,경남 함안군 대산면 평림리 1032-6,"4873034023110320006","2005",경남청,함안,대산,파출소,"055-582-8112",경상남도 함안군 대산면 대산중앙로 174,1.00
126.863508694999,37.5244488442795,"126.86350869224582","37.5244488433147",서울 양천구 목동로17길 5(신정동),서울 양천구 신정동 997-3,"1147010100109970003","198",서울청,서울양천,신정2,지구대,"02-2699-0678",서울특별시 양천구 목동로17길 5,1.00
128.353542886689,35.3154608361539,"128.35353870418027","35.315461018646225",경남 함안군 법수면 우거북길 48,경남 함안군 법수면 우거리 775-1,"4873033022107750001","2006",경남청,함안,법수,파출소,"055-582-3112",경상남도 함안군 법수면 우거북길 48,1.00
128.422039570377,35.2420129448622,"128.4220347135255","35.242184465818475",경남 함안군 함안면 함안대로 111,경남 함안군 함안면 북촌리 1002-8,"4873031022110020008","2007",경남청,함안,함안,파출소,"055-583-4112",경상남도 함안군 함안면 함안대로 111,1.00
128.498404202801,35.3334831342979,"128.49840420260824","35.3334831345776",경남 함안군 칠서면 청계2길 27,경남 함안군 칠서면 청계리 732-2,"4873035030107320002","2008",경남청,함안,칠서,파출소,"055-586-0112",경상남도 함안군 칠서면 청계2길 27,1.00
128.347317716364,35.26217143712,"128.34731758137468","35.262171481859085",경남 함안군 군북면 함마대로 822,경남 함안군 군북면 중암리 46-2,"4873032022100460002","2009",경남청,함안,군북,파출소,"055-585-0112",경상남도 함안군 군북면 함마대로 822,1.00
128.403828324094,35.2769554351609,"128.4038275794253","35.27695548563332",경남 함안군 가야읍 가야로 24,경남 함안군 가야읍 말산리 450-1,"4873025021104500001","2010",경남청,함안,가야,지구대,"055-584-0112",경상남도 함안군 가야읍 가야로 24,1.00
128.517906785046,35.3067989833098,"128.51790666828933","35.30679899612029",경남 함안군 칠원읍 구성길 9,경남 함안군 칠원읍 용산리 110,"4873025322101100000","2011",경남청,함안,칠원,지구대,"055-587-0112",경상남도 함안군 칠원읍 구성길 9,1.00
128.255893832061,35.3188448500761,"128.25589422221032","35.31884488236216",경남 의령군 의령읍 의병로 176,경남 의령군 의령읍 서동리 298-11,"4872025021102980011","2012",경남청,의령,중부,지구대,"055-570-0301",경남 의령군 의령읍 의병로 176,1.00
128.313084953352,35.4333801925397,"128.31308550421954","35.4333818573559",경남 의령군 유곡면 마장로 18-1,경남 의령군 유곡면 칠곡리 333-2,"4872042027103330002","2013",경남청,의령,유곡,파출소,"055-570-0306",경남 의령군 유곡면 마장로18-1,1.00
128.326304137404,35.3798218504233,"128.3263040440583","35.3798218825623",경남 의령군 정곡면 법정로 930,경남 의령군 정곡면 중교리 416-5,"4872036021104160005","2014",경남청,의령,정곡,파출소,"055-570-0308",경남 의령군 정곡면 법정로 930,1.00
128.386331190062,35.3828640001945,"128.38634898483008","35.38283843387106",경남 의령군 지정면 함의로 1527,경남 의령군 지정면 봉곡리 721-8,"4872037021107210008","2015",경남청,의령,지정,파출소,"055-570-0304",경남 의령군 지정면 함의로 1527,1.00
126.835122326462,37.5195790054356,"126.8351221810552","37.51957867559653",서울 양천구 지양로 55(신월동),서울 양천구 신월동 987,"1147010300109870000","199",서울청,서울양천,신월2,지구대,"02-2608-0112",서울특별시 양천구 지양로 55,1.00
128.192232158261,35.3409878628481,"128.19223242366948","35.34098778747982",경남 의령군 칠곡면 칠곡로 32,경남 의령군 칠곡면 신포리 441,"4872032023104410000","2016",경남청,의령,칠곡,파출소,"055-570-0309",경남 의령군 칠곡면 칠곡로 32,1.00
128.211369517282,35.2775631568005,"128.21136887922245","35.27756393619491",경남 의령군 화정면 화정로 297,경남 의령군 화정면 상정리 517-1,"4872034024105170001","2017",경남청,의령,화정,파출소,"055-570-0307",경남 의령군 화정면 화정로 297,1.00
128.324198718548,35.4661037704872,"128.3241984523412","35.466102275510245",경남 의령군 부림면 대한로 1757,경남 의령군 부림면 신반리 353-3,"4872039021103530003","2018",경남청,의령,부림,파출소,"055-570-0302",경남 의령군 부림면 대한로 1757,1.00
126.523976405837,33.5155066093546,"126.52397640095509","33.51550660967912",제주 제주시 북성로 3(삼도이동),제주 제주시 삼도이동 20-4,"5011010600100200004","2019",제주청,제주동부,중앙,지구대,"064-722-3316",제주특별자치도 제주시  북성로 3,1.00
126.543857478334,33.500082921437,"126.54385747800387","33.50008292167118",제주 제주시 연신로 6(이도이동),제주 제주시 이도이동 417-1,"5011010400104170001","2020",제주청,제주동부,남문,지구대,"064-753-3312",제주특별자치도 제주시  연신로 6,1.00
126.515808890815,33.4997247449167,"126.5158088747184","33.49972497542382",제주 제주시 서광로 182(삼도일동),제주 제주시 삼도일동 560-3,"5011010500105600003","2021",제주청,제주동부,오라,지구대,"064-758-7442",제주특별자치도 제주시  서광로 182,1.00
126.587401585405,33.5216924792658,"126.58740171718095","33.521691945066365",제주 제주시 일주동로 397(삼양이동),제주 제주시 삼양이동 2140-12,"5011011400121400012","2022",제주청,제주동부,삼양,지구대,"064-755-5906",제주특별자치도 제주시  일주동로 397,1.00
126.547141142232,33.4697781415355,"126.54714139905428","33.469778455454076",제주 제주시 중앙로 609(아라일동),제주 제주시 아라일동 6140-11,"5011011700161400011","2023",제주청,제주동부,아라,파출소,"064-702-1801",제주특별자치도 제주시 중앙로 609,1.00
126.640016787227,33.5386767381246,"126.64001613983828","33.53867643308401",제주 제주시 조천읍 신북로 265,제주 제주시 조천읍 조천리 2633-1,"5011025923126330001","2024",제주청,제주동부,조천,파출소,"064-783-6112",제주특별자치도 제주시 조천읍 신북로 265,1.00
126.664983758073,33.5422118651163,"126.66498389011102","33.5422116852927",제주 제주시 조천읍 신북로 515,제주 제주시 조천읍 함덕리 1252-4,"5011025924112520004","2025",제주청,제주동부,함덕,파출소,"064-783-8112",제주특별자치도 제주시 조천읍 신북로 신북로 515,1.00
126.832235300108,37.5320947620884,"126.83223538087043","37.53209462208698",서울 양천구 남부순환로59길 8(신월동),서울 양천구 신월동 132-3,"1147010300101320003","200",서울청,서울양천,신월1,파출소,"02-2602-0092",서울특별시 양천구  남부순환로59길 8,1.00
126.85636312916,33.5234647883774,"126.85636318789463","33.52346492310739",제주 제주시 구좌읍 구좌로 45,제주 제주시 구좌읍 세화리 1452-3,"5011025628114520003","2026",제주청,제주동부,구좌,파출소,"064-783-2112",제주특별자치도 제주시 구좌읍 구좌로 45,1.00
126.952447921461,33.4947797856081,"126.95244792352965","33.494779785388445",제주 제주시 우도면 우도로 21,제주 제주시 우도면 연평리 1675-8,"5011033021116750008","2028",제주청,제주동부,우도,파출소,"064-783-0112",제주특별자치도 제주시 우도면 우도로 21,1.00
126.496894061283,33.4885171014852,"126.49689406112921","33.488517101464794",제주 제주시 신대로 97(연동),제주 제주시 연동 302-4,"5011013700103020004","2029",제주청,제주서부,연동,지구대,"064-746-0791",제주특별자치도 제주시  신대로 97,1.00
126.471966461968,33.481207192961,"126.47196560990399","33.48120648605711",제주 제주시 광평동로 4(노형동),제주 제주시 노형동 2596-1,"5011012200125960001","2030",제주청,제주서부,노형,지구대,"064-746-9549",제주특별자치도 제주시  광평동로 4,1.00
126.402309001616,33.4804934896395,"126.4023089606216","33.48049418848316",제주 제주시 애월읍 하귀로 47,제주 제주시 애월읍 하귀2리 1720-1,"5011025341117200001","2031",제주청,제주서부,하귀,파출소,"064-713-1112",제주특별자치도 제주시 애월읍 하귀로 47,1.00
126.319518529163,33.4642264923502,"126.31951829060573","33.46422665680698",제주 제주시 애월읍 애월로 116-1,제주 제주시 애월읍 애월리 1595-1,"5011025334115950001","2032",제주청,제주서부,애월,파출소,"064-799-0112",제주특별자치도 제주시 애월읍 애월로 116-1,1.00
126.262544782081,33.4142962548139,"126.26254452707462","33.41429630470208",제주 제주시 한림읍 한림로 651,제주 제주시 한림읍 한림리 1367-2,"5011025024113670002","2033",제주청,제주서부,한림,파출소,"064-796-2112",제주특별자치도 제주시 한림읍 한림로 651,1.00
126.185517007491,33.354581529226,"126.1855175522944","33.35458131136758",제주 제주시 한경면 두신로 133,제주 제주시 한경면 두모리 2384,"5011031027123840000","2034",제주청,제주서부,한경,파출소,"064-773-0113",제주특별자치도 제주시 한경면 두신로 133,1.00
126.436569008335,33.4917697045111,"126.43656895191107","33.491769697297684",제주 제주시 내도동 도근내길 50,제주 제주시 내도동 723번지,"5011014000107230000","2035",제주청,제주서부,외도,파출소,"064-742-0519",제주특별자치도 내도동 723,1.00
126.576066895377,33.2525998357024,"126.57606577274169","33.25259981501",제주 서귀포시 태평로 552(동홍동),제주 서귀포시 동홍동 190-2,"5013010500101900002","2036",제주청,서귀포,중동,지구대,"064-733-0112",제주특별자치도 서귀포시  태평로 552,1.00
126.855005532776,37.5149133287643,"126.8550055327128","37.514913328912755",서울 양천구 중앙로 205(신정동),서울 양천구 신정동 1264,"1147010100112640000","201",서울청,서울양천,신정3,파출소,"02-2696-2305",서울특별시 양천구  중앙로 205,1.00
126.721502452182,33.2796199873401,"126.72150257505251","33.279619602912994",제주 서귀포시 남원읍 태위로 702,제주 서귀포시 남원읍 남원리 81-1,"5013025321100810001","2037",제주청,서귀포,남원,파출소,"064-764-0112",제주특별자치도 서귀포시 남원읍 태위로 702,1.00
126.934339874024,33.464449335462,"126.93433987578501","33.46444934155",제주 서귀포시 성산읍 성산중앙로 53 성산파출소,제주 서귀포시 성산읍 성산리 227-2,"5013025921102270002","2038",제주청,서귀포,성산,파출소,"064-782-2112",제주특별자치도 서귀포시 성산읍 성산중앙로 53 성산파출소,1.00
126.83133221815,33.3235325724764,"126.83133225500919","33.32353259279071",제주 서귀포시 표선면 표선동서로 217,제주 서귀포시 표선면 표선리 777-8,"5013032021107770008","2039",제주청,서귀포,표선,파출소,"064-787-0112",제주특별자치도 서귀포시 표선면 표선동서로 217,1.00
126.334219358904,33.2469652557279,"126.33421904011738","33.24696423646808",제주 서귀포시 안덕면 화순로 116,제주 서귀포시 안덕면 화순리 1087-4,"5013031021110870004","2040",제주청,서귀포,안덕,파출소,"064-794-9112",제주특별자치도 서귀포시 안덕면 화순로 116,1.00
126.256127359116,33.223068310569,"126.25612727971284","33.223068480150125",제주 서귀포시 대정읍 상모로 310,제주 서귀포시 대정읍 상모리 3941-16,"5013025021139410016","2041",제주청,서귀포,대정,파출소,"064-794-2622",제주특별자치도 서귀포시 대정읍 상모로 310,1.00
126.42249962503,33.2523436682423,"126.42249958574675","33.25234369720428",제주 서귀포시 천제연로 165(중문동),제주 서귀포시 중문동 2113-2,"5013011200121130002","2042",제주청,서귀포,중문,파출소,"064-738-0112",제주특별자치도 서귀포시  천제연로 165,1.00
126.50957223521,33.2542930738613,"126.50957225146851","33.254293112410735",제주 서귀포시 신서귀로51번길 18(법환동),제주 서귀포시 법환동 732-1,"5013010200107320001","2043",제주청,서귀포,대신,파출소,"064-739-2226",제주특별자치도 서귀포시  신서귀로51번길 18,1.00
126.617143891878,33.2639387277404,"126.61714387213304","33.26393872560527",제주 서귀포시 효돈로 171-1(하효동),제주 서귀포시 하효동 134,"5013010800101340000","2044",제주청,서귀포,효돈,파출소,"064-767-0112",제주특별자치도 서귀포시  효돈로 171-1,1.00
126.830680610904,37.5390440782768,"126.83068061080492","37.53904407785548",서울 양천구 남부순환로31길 37(신월동),서울 양천구 신월동 59-5,"1147010300100590005","202",서울청,서울양천,신월5,파출소,"02-2693-0113",서울특별시 양천구  남부순환로31길 37,1.00
127.125731503959,37.5102514018561,"127.1257315040674","37.51025140150669",서울 송파구 양재대로71길 5-6(방이동),서울 송파구 방이동 204-8,"1171011100102040008","203",서울청,서울송파,방이,지구대,"02-3402-6301",서울특별시 송파구  양재대로71길 5-6,1.00
127.082149563493,37.5120841482823,"127.08214956391728","37.512084147947505",서울 송파구 올림픽로 101(잠실동),서울 송파구 잠실동 19-5,"1171010100100190005","204",서울청,서울송파,잠실,지구대,"02-3402-6302",서울특별시 송파구  올림픽로 101,1.00
127.012367083738,37.5521422383469,"127.0123670903904","37.55214223771854",서울 중구 동호로5길 15(신당동) 약수지구대,서울 중구 신당동 844-3,"1114016200108440003","3",서울청,서울중부,약수,지구대,"02-2234-8112","서울특별시 중구  동호로 5길 15, 약수지구대",1.00
126.98001843231,37.5680504547086,"126.98001843121096","37.56805047999044",서울 중구 다동길 11(다동),서울 중구 다동 46,"1114010200100460000","21",서울청,서울남대문,태평로,파출소,"02-2096-8471",서울특별시 중구  다동길 11,1.00
127.092772350773,37.5027116139019,"127.0927723513788","37.502711614155466",서울 송파구 백제고분로 238(삼전동),서울 송파구 삼전동 62-3,"1171010600100620003","205",서울청,서울송파,삼전,지구대,"02-3402-6303",서울특별시 송파구  백제고분로 238,1.00
127.124460434438,37.4979092703364,"127.12446084439384","37.49791013126412",서울 송파구 중대로 179(가락동),서울 송파구 가락동 37,"1171010700100370000","206",서울청,서울송파,가락,지구대,"02-3402-6304",서울특별시 송파구  중대로 179,1.00
127.127006535677,37.4781792526837,"127.12700661781471","37.478179087547375",서울 송파구 충민로2길 18(장지동),서울 송파구 장지동 841,"1171010900108410000","207",서울청,서울송파,문정,지구대,"02-3402-6305",서울특별시 송파구 충민로2길 18,1.00
127.148297598516,37.4969894507712,"127.14829759826398","37.49698945135687",서울 송파구 마천로41길 8(마천동),서울 송파구 마천동 127-7,"1171011400101270007","208",서울청,서울송파,마천,파출소,"02-3402-6306",서울특별시 송파구  마천로 41길 8,1.00
